# Mar Thoma Syrian Church — every parish and congregation, under its diocese.
#
# The zone column is deliberately empty. The published list has no tier
# between the diocese and the parish, and inventing one would put names in
# your console that no one in the church would recognise. Add zones later
# from Manage → Churches if your diocese actually uses them; a parish with no
# zone is a normal, supported thing here.
#
# The city is derived from the postal address, not published as its own
# field: the post-office locality for Indian parishes, the town for parishes
# abroad. 1062 of 1114 rows resolved to something; the rest are blank rather
# than guessed. A post office is not always the place the parish is named
# after, so treat the column as a starting point and correct what you notice.
# Source: the Mar Thoma parish list published at marthoma.in, as collected in
#   https://docs.google.com/spreadsheets/d/1QVPcgFuO638L673NJ5fqtwqwq_obO4lF/edit
# Converted 2026-08-29. 1114 parishes in 14 dioceses.
#
diocese,zone,church,city
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,CHIRAKUNNU JERUSALEM MAR THOMA CHURCH,Dalmughom
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,DUBAI MAR THOMA CHURCH,Dubai
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,ELAIKKODU BETHEL MAR THOMA CHURCH,Veeranakavu
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,ELATHUNDU BETHEL MAR THOMA CHURCH,Kollam
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,ERUTHAVOOR ST PAULS MAR THOMA CHURCH,Russelpuram
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,EZHAMKULAM (TK) SALEM MAR THOMA CHURCH,Marthandamkara
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,KAITHAKUZHY ST THOMAS MAR THOMA CHURCH,Kummalloor
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,KALLUVATHUKKAL IMMANUEL MAR THOMA CHURCH,Karamcode
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,KAMPAMCODU ALL SAINTS MAR THOMA CHURCH,Vayakkal
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,KANDANCHIRA ST THOMAS MAR THOMA CHURCH,Kollam
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,KANNAMPALLY SEHION MAR THOMA CHURCH,Kannampally Kurithrakulam
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,"KARAMA TRINITY MAR THOMA CHURCH, DUBAI",Dubai
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,KARIAMCODU ST THOMAS MAR THOMA CHURCH,Kattakkada
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,KAVUVILA SALEM MAR THOMA CHURCH,Neyyattinkara
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,KAZHAKKOOTTAM BETHEL MAR THOMA CHURCH,India
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,KODINJAL ST THOMAS MAR THOMA CHURCH,Ozhuvuparackal
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,KOLLAI SALEM MAR THOMA CHURCH,Amaravilla
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,KOLLAM ST THOMAS MAR THOMA CHURCH,Kollam Thevally
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,KONNIYOOR BETHEL MAR THOMA CHURCH,Punalal
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,KORANAMKODE BETHEL MAR THOMA CHURCH,Kunnathukal
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,KOVILLOOR SALEM MAR THOMA CHURCH,Kudappanamoodu
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,KULASEKHARAM ST THOMAS MAR THOMA CHURCH,Kulasekharam
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,KULATHOOR IMMANUEL MAR THOMA CHURCH,
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,KULATHUMMAL IMMANUEL MAR THOMA CHURCH,Kattakada
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,KULATHUPUZHA ST THOMAS MAR THOMA CHURCH,Kulathupuzha
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,KUNNATHUKAL BETHEL MAR THOMA CHURCH,Kunnathukal
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,KUTTAMALA IMMANUEL,Kuttamala
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,KUTTICHAL SALEM MAR THOMA CHURCH,Kattakkada
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,MALAPEROOR IMMANUEL MAR THOMA CHURCH,Manjappara
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,MANAKODU ST THOMAS MAR THOMA CHURCH,Channapetta
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,MANCHAVILAKOM JERUSALEM MAR THOMA CHURCH,Manchavilakom
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,MANJALUMMOODU HEBRON MAR THOMA CHURCH,Manjalummodu
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,MANNUR SALEM MAR THOMA CHURCH,Mannoor
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,MARAKULAM ST THOMAS MAR THOMA CHURCH,Aduthala
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,MARIAPURAM ST JOHNS MAR THOMA CHURCH,Mariyapuram
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,MATHAIMUKKU IMMANUEL MAR THOMA CHURCH,Kollam
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,MELPALA ST THOMAS MAR THOMA CHURCH,Meppalai
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,MEZHACODE EBENEZER MAR THOMA CHURCH,Vellachippara
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,MUDAVOORPARA IMMANUEL MAR THOMA CHURCH,Bhagavathinada
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,MUKKOLAKKAL BETHEL MAR THOMA CHURCH,Mukkolackal
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,MYLACHEL SALEM MAR THOMA CHURCH,Kattakkada
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,NAGARCOIL MAR THOMA CHURCH,Kulasekharam
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,NANTHANCODE JERUSALEM MAR THOMA CHURCH,Kowdiar
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,NEYYAR DAM TRINITY (KALLIKADU) MAR THOMA CHURCH,Kallikkad Neyyar Dam
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,PALOTTUKONAM BETHEL MAR THOMA CHURCH,Ottasekharamangalam
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,PARAMCODU HOLY TRINITY MAR THOMA CHURCH,Paramcodu Vengoor
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,PARUTHIPPARA IMMANUEL MAR THOMA CHURCH,Nalanchira
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,PATTATHANAM ST JOHNS MAR THOMA CHURCH,Pattathanam
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,PAZHAYEROOR BETHEL MAR THOMA CHURCH,Pazhayeroor
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,"PERINAD MAR THOMA CHURCH, INCHAVILA",Inchavila
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,PERINAD ST THOMAS MAR THOMA CHURCH,Panayam
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,PERINGALAM BETHEL MAR THOMA CHURCH,Peringalam
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,PERINGALLOOR MAR THOMA CHURCH,Peringalloor P O Ayoor
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,PEROORKADA EBENEZER MAR THOMA CHURCH,Perurkada
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,PONNUMANGALAM MAR THOMA CHURCH,Ponnumangalam Sainik School
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,POOVACHAL EBENEZER MAR THOMA CHURCH,Trivandrum
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,POOVAR ST PETERS MAR THOMA CHURCH,Puthiyathura
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,PUNCHAKKIRI CHRISTOS MAR THOMA CHURCH,Mannanthala
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,SREEKARYAM BETHEL MAR THOMA CHURCH,Sreekaryam
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,THETTIVILA ZION MAR THOMA CHURCH,Kanyakumari
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,THEVANCODE BETHEL MAR THOMA CHURCH,Thevancodu Kattakkada
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,THINKALKARIKKOM MAR THOMA CHURCH,Thinkalkarickom
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,TRINITY MAR THOMA CHURCH,
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,TRIVANDRUM ST THOMAS (PATTOOR) MAR THOMA CHURCH,Vanchiyoor
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,TRIVANDRUM TRINITY (MEDICAL COLLEGE) MAR THOMA CHURCH,Medical College
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,VANDANNOOR CARMEL MAR THOMA CHURCH,Neyattinkara
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,VATTAPARAMBU HOREB MAR THOMA CHURCH,Ottasekharamangalam
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,VATTIYOORKAVU ST PAULS MAR THOMA CHURCH,Thiruvanthapuram
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,VAYAKKAL ST THOMAS MAR THOMA CHURCH,Vayakal
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,VAZHUTHACADU SALEM MAR THOMA CHURCH,Thycaud H O
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,VAZHUTHOOR MAR THOMA CHURCH,Neyyattinkara
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,VEERANAKAVU CARMEL MAR THOMA CHURCH,Veeranakavu
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,VELLAPALLY ST PETERS MAR THOMA CHURCH,Naruvamoodu
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,VENGODU ST. STEPHENS MAR THOMA CHURCH,Trivandrum
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,VILAKKUPARA ST PETERS MAR THOMA CHURCH,Vilakkupara
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,VILLUCHARY BETHEL MAR THOMA CHURCH,Kottoor
UK - EUROPE - AFRICA DIOCESE,,BEDFORD BETHEL MARTHOMA CHURCH,Bedford
UK - EUROPE - AFRICA DIOCESE,,BELFAST TRINTITY MAR THOMA CHURCH,Belfast
UK - EUROPE - AFRICA DIOCESE,,BRISTOL ST THOMAS MAR THOMA CHURCH,Bristol
UK - EUROPE - AFRICA DIOCESE,,CANTERBURY MAR THOMA CHURCH,Kent
UK - EUROPE - AFRICA DIOCESE,,CARDIFF IMMANUEL MAR THOMA CHURCH,Cardiff
UK - EUROPE - AFRICA DIOCESE,,CORK CHRISTOS MAR THOMA CHURCH MAR THOMA,
UK - EUROPE - AFRICA DIOCESE,,DUBLIN NAZARETH MAR THOMA CHURCH,
UK - EUROPE - AFRICA DIOCESE,,DUBLIN SOUTH EBENEZER MAR THOMA CHURCH,Dublin South
UK - EUROPE - AFRICA DIOCESE,,EAST AREA ST PETERS MAR THOMA CHURCH,London
UK - EUROPE - AFRICA DIOCESE,,EDINBURGH ST. ANDREWS MAR THOMA CHURCH,Scotland
UK - EUROPE - AFRICA DIOCESE,,GERMANY  ST. THOMAS MAR THOMA CHURCH,Iii Hagen
UK - EUROPE - AFRICA DIOCESE,,HULL & LINCOLNSHIRE  SEHION MAR THOMA CHURCH,Lincolnshire
UK - EUROPE - AFRICA DIOCESE,,LEEDS JERUSALEM MAR THOMA CHURCH,Leeds
UK - EUROPE - AFRICA DIOCESE,,LEICESTER ASCENSION MAR THOMA CHURCH,Leicester
UK - EUROPE - AFRICA DIOCESE,,LIVERPOOL CARMEL MAR THOMA CHURCH,Liverpool
UK - EUROPE - AFRICA DIOCESE,,LONDON ST JAMES MAR THOMA CHURCH,London
UK - EUROPE - AFRICA DIOCESE,,LONDON ST JOHNS MAR THOMA CHURCH,Middlesex
UK - EUROPE - AFRICA DIOCESE,,LONDON ST PETERS MAR THOMA CHURCH,London
UK - EUROPE - AFRICA DIOCESE,,MANCHESTER TABORE MAR THOMA CHURCH,U K
UK - EUROPE - AFRICA DIOCESE,,MIDLAND HERMON (BIRMINGHAM) MAR THOMA CHURCH,B92 8pe
UK - EUROPE - AFRICA DIOCESE,,NEWCASTLE CHRISTOS MAR THOMA CHURCH,New Castle
UK - EUROPE - AFRICA DIOCESE,,NORTH LONDON SINAI MAR THOMA CHURCH,London
UK - EUROPE - AFRICA DIOCESE,,NOTTINGHAM HOLY TRINITY MAR THOMA CHURCH,Ng8â 2sj
UK - EUROPE - AFRICA DIOCESE,,PETERBOROUGH ALL SAINTS MAR THOMA CHURCH,Peterborough
UK - EUROPE - AFRICA DIOCESE,,SOUTH AFRICA IMMANUEL MAR THOMA CHURCH,Pretoria 0035
UK - EUROPE - AFRICA DIOCESE,,SOUTHAMPTON SALEM MAR THOMA CHURCH,Southampton
UK - EUROPE - AFRICA DIOCESE,,TAUNTON MAR THOMA CHURCH,
