# Mar Thoma parishes, WITH THE COUNTRY USED AS THE ZONE.
#
# The same rows as marthoma-parishes.csv, with one difference: the zone is the
# country the parish is in. Unlike the placeholder zones this file replaced,
# these are not invented — every diocese here really does span more than one
# country (17 in all), because the Gulf congregations are attached to Kerala
# dioceses rather than to a diocese of their own.
#
# Whether that is a useful tier is your call. It groups the 152 parishes
# outside India usefully and leaves a single large "India" zone in most
# dioceses, which may be more clutter than help. Import this one OR
# marthoma-parishes.csv, not both.
# Source: the Mar Thoma parish list published at marthoma.in, as collected in
#   https://docs.google.com/spreadsheets/d/1QVPcgFuO638L673NJ5fqtwqwq_obO4lF/edit
# Converted 2026-08-29. 1114 parishes in 14 dioceses.
#
diocese,zone,church,city
RANNI - NILACKAL DIOCESE,India,VALLIYANTHY JERUSALEM MAR THOMA CHURCH,Mumdukottakkal
RANNI - NILACKAL DIOCESE,India,VARAVOOR BETHEL MAR THOMA CHURCH,Pulloopra
RANNI - NILACKAL DIOCESE,India,VARIYAPURAM ST THOMAS MAR THOMA CHURCH,Churulikode
RANNI - NILACKAL DIOCESE,India,VATTARKAYAM EBENEZER MAR THOMA CHURCH,Makkapuzha
RANNI - NILACKAL DIOCESE,India,VAYALATHALA ST THOMAS MAR THOMA CHURCH,Vayalathala
RANNI - NILACKAL DIOCESE,India,VAYYATTUPUZHA BETHEL MAR THOMA CHURCH,Vayyattupuzha
RANNI - NILACKAL DIOCESE,India,VECHOOCHIRA ST JOHNS MAR THOMA CHURCH,Vechoochira
RANNI - NILACKAL DIOCESE,India,VECHOOCHIRA ST THOMAS MAR THOMA CHURCH,Mannadisala
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,ADUVALLY HEBRON MAR THOMA CHURCH,Mylakkara
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,ANAKULAM EBENEZER MAR THOMA CHURCH,Anakulam
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,ANAYARA ST THOMAS MAR THOMA CHURCH,Medical College
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,ANCHAL JERUSALEM MAR THOMA CHURCH,Alayamon
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,ANCHAL ST PAULS MAR THOMA CHURCH,Anchal
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,ASHTAMUDY IMMANUEL MAR THOMA CHURCH,Ashtamudi
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,AYLARA ST THOMAS MAR THOMA CHURCH,Ayilara
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,AYUR SALEM MAR THOMA CHURCH,Ayur P.O. Kollam
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,CHANDANAKAVU SALEM MAR THOMA CHURCH,Thinkalkarickam
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,CHANNAPETTA BETHANY MAR THOMA CHURCH,Channappetta
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,CHANTHAVILA ST PAULS MAR THOMA CHURCH,Thiruvananthapuram
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,CHATHANNUR CHRISTOSE MAR THOMA CHURCH,Karamcodu
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,CHIRAKUNNU JERUSALEM MAR THOMA CHURCH,Dalmughom
THIRUVANANTHAPURAM - KOLLAM DIOCESE,United Arab Emirates,DUBAI MAR THOMA CHURCH,Dubai
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,ELAIKKODU BETHEL MAR THOMA CHURCH,Veeranakavu
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,ELATHUNDU BETHEL MAR THOMA CHURCH,Kollam
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,ERUTHAVOOR ST PAULS MAR THOMA CHURCH,Russelpuram
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,EZHAMKULAM (TK) SALEM MAR THOMA CHURCH,Marthandamkara
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,KAITHAKUZHY ST THOMAS MAR THOMA CHURCH,Kummalloor
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,KALLUVATHUKKAL IMMANUEL MAR THOMA CHURCH,Karamcode
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,KAMPAMCODU ALL SAINTS MAR THOMA CHURCH,Vayakkal
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,KANDANCHIRA ST THOMAS MAR THOMA CHURCH,Kollam
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,KANNAMPALLY SEHION MAR THOMA CHURCH,Kannampally Kurithrakulam
THIRUVANANTHAPURAM - KOLLAM DIOCESE,United Arab Emirates,"KARAMA TRINITY MAR THOMA CHURCH, DUBAI",Dubai
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,KARIAMCODU ST THOMAS MAR THOMA CHURCH,Kattakkada
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,KAVUVILA SALEM MAR THOMA CHURCH,Neyyattinkara
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,KAZHAKKOOTTAM BETHEL MAR THOMA CHURCH,India
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,KODINJAL ST THOMAS MAR THOMA CHURCH,Ozhuvuparackal
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,KOLLAI SALEM MAR THOMA CHURCH,Amaravilla
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,KOLLAM ST THOMAS MAR THOMA CHURCH,Kollam Thevally
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,KONNIYOOR BETHEL MAR THOMA CHURCH,Punalal
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,KORANAMKODE BETHEL MAR THOMA CHURCH,Kunnathukal
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,KOVILLOOR SALEM MAR THOMA CHURCH,Kudappanamoodu
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,KULASEKHARAM ST THOMAS MAR THOMA CHURCH,Kulasekharam
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,KULATHOOR IMMANUEL MAR THOMA CHURCH,
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,KULATHUMMAL IMMANUEL MAR THOMA CHURCH,Kattakada
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,KULATHUPUZHA ST THOMAS MAR THOMA CHURCH,Kulathupuzha
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,KUNNATHUKAL BETHEL MAR THOMA CHURCH,Kunnathukal
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,KUTTAMALA IMMANUEL,Kuttamala
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,KUTTICHAL SALEM MAR THOMA CHURCH,Kattakkada
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,MALAPEROOR IMMANUEL MAR THOMA CHURCH,Manjappara
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,MANAKODU ST THOMAS MAR THOMA CHURCH,Channapetta
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,MANCHAVILAKOM JERUSALEM MAR THOMA CHURCH,Manchavilakom
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,MANJALUMMOODU HEBRON MAR THOMA CHURCH,Manjalummodu
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,MANNUR SALEM MAR THOMA CHURCH,Mannoor
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,MARAKULAM ST THOMAS MAR THOMA CHURCH,Aduthala
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,MARIAPURAM ST JOHNS MAR THOMA CHURCH,Mariyapuram
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,MATHAIMUKKU IMMANUEL MAR THOMA CHURCH,Kollam
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,MELPALA ST THOMAS MAR THOMA CHURCH,Meppalai
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,MEZHACODE EBENEZER MAR THOMA CHURCH,Vellachippara
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,MUDAVOORPARA IMMANUEL MAR THOMA CHURCH,Bhagavathinada
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,MUKKOLAKKAL BETHEL MAR THOMA CHURCH,Mukkolackal
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,MYLACHEL SALEM MAR THOMA CHURCH,Kattakkada
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,NAGARCOIL MAR THOMA CHURCH,Kulasekharam
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,NANTHANCODE JERUSALEM MAR THOMA CHURCH,Kowdiar
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,NEYYAR DAM TRINITY (KALLIKADU) MAR THOMA CHURCH,Kallikkad Neyyar Dam
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,PALOTTUKONAM BETHEL MAR THOMA CHURCH,Ottasekharamangalam
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,PARAMCODU HOLY TRINITY MAR THOMA CHURCH,Paramcodu Vengoor
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,PARUTHIPPARA IMMANUEL MAR THOMA CHURCH,Nalanchira
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,PATTATHANAM ST JOHNS MAR THOMA CHURCH,Pattathanam
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,PAZHAYEROOR BETHEL MAR THOMA CHURCH,Pazhayeroor
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,"PERINAD MAR THOMA CHURCH, INCHAVILA",Inchavila
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,PERINAD ST THOMAS MAR THOMA CHURCH,Panayam
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,PERINGALAM BETHEL MAR THOMA CHURCH,Peringalam
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,PERINGALLOOR MAR THOMA CHURCH,Peringalloor P O Ayoor
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,PEROORKADA EBENEZER MAR THOMA CHURCH,Perurkada
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,PONNUMANGALAM MAR THOMA CHURCH,Ponnumangalam Sainik School
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,POOVACHAL EBENEZER MAR THOMA CHURCH,Trivandrum
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,POOVAR ST PETERS MAR THOMA CHURCH,Puthiyathura
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,PUNCHAKKIRI CHRISTOS MAR THOMA CHURCH,Mannanthala
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,SREEKARYAM BETHEL MAR THOMA CHURCH,Sreekaryam
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,THETTIVILA ZION MAR THOMA CHURCH,Kanyakumari
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,THEVANCODE BETHEL MAR THOMA CHURCH,Thevancodu Kattakkada
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,THINKALKARIKKOM MAR THOMA CHURCH,Thinkalkarickom
THIRUVANANTHAPURAM - KOLLAM DIOCESE,,TRINITY MAR THOMA CHURCH,
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,TRIVANDRUM ST THOMAS (PATTOOR) MAR THOMA CHURCH,Vanchiyoor
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,TRIVANDRUM TRINITY (MEDICAL COLLEGE) MAR THOMA CHURCH,Medical College
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,VANDANNOOR CARMEL MAR THOMA CHURCH,Neyattinkara
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,VATTAPARAMBU HOREB MAR THOMA CHURCH,Ottasekharamangalam
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,VATTIYOORKAVU ST PAULS MAR THOMA CHURCH,Thiruvanthapuram
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,VAYAKKAL ST THOMAS MAR THOMA CHURCH,Vayakal
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,VAZHUTHACADU SALEM MAR THOMA CHURCH,Thycaud H O
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,VAZHUTHOOR MAR THOMA CHURCH,Neyyattinkara
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,VEERANAKAVU CARMEL MAR THOMA CHURCH,Veeranakavu
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,VELLAPALLY ST PETERS MAR THOMA CHURCH,Naruvamoodu
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,VENGODU ST. STEPHENS MAR THOMA CHURCH,Trivandrum
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,VILAKKUPARA ST PETERS MAR THOMA CHURCH,Vilakkupara
THIRUVANANTHAPURAM - KOLLAM DIOCESE,India,VILLUCHARY BETHEL MAR THOMA CHURCH,Kottoor
UK - EUROPE - AFRICA DIOCESE,United Kingdom,BEDFORD BETHEL MARTHOMA CHURCH,Bedford
UK - EUROPE - AFRICA DIOCESE,United Kingdom,BELFAST TRINTITY MAR THOMA CHURCH,Belfast
UK - EUROPE - AFRICA DIOCESE,United Kingdom,BRISTOL ST THOMAS MAR THOMA CHURCH,Bristol
UK - EUROPE - AFRICA DIOCESE,United Kingdom,CANTERBURY MAR THOMA CHURCH,Kent
UK - EUROPE - AFRICA DIOCESE,United Kingdom,CARDIFF IMMANUEL MAR THOMA CHURCH,Cardiff
UK - EUROPE - AFRICA DIOCESE,Ireland,CORK CHRISTOS MAR THOMA CHURCH MAR THOMA,
UK - EUROPE - AFRICA DIOCESE,Ireland,DUBLIN NAZARETH MAR THOMA CHURCH,
UK - EUROPE - AFRICA DIOCESE,Ireland,DUBLIN SOUTH EBENEZER MAR THOMA CHURCH,Dublin South
UK - EUROPE - AFRICA DIOCESE,United Kingdom,EAST AREA ST PETERS MAR THOMA CHURCH,London
UK - EUROPE - AFRICA DIOCESE,United Kingdom,EDINBURGH ST. ANDREWS MAR THOMA CHURCH,Scotland
UK - EUROPE - AFRICA DIOCESE,Germany,GERMANY  ST. THOMAS MAR THOMA CHURCH,Iii Hagen
UK - EUROPE - AFRICA DIOCESE,United Kingdom,HULL & LINCOLNSHIRE  SEHION MAR THOMA CHURCH,Lincolnshire
UK - EUROPE - AFRICA DIOCESE,United Kingdom,LEEDS JERUSALEM MAR THOMA CHURCH,Leeds
UK - EUROPE - AFRICA DIOCESE,United Kingdom,LEICESTER ASCENSION MAR THOMA CHURCH,Leicester
UK - EUROPE - AFRICA DIOCESE,United Kingdom,LIVERPOOL CARMEL MAR THOMA CHURCH,Liverpool
UK - EUROPE - AFRICA DIOCESE,United Kingdom,LONDON ST JAMES MAR THOMA CHURCH,London
UK - EUROPE - AFRICA DIOCESE,United Kingdom,LONDON ST JOHNS MAR THOMA CHURCH,Middlesex
UK - EUROPE - AFRICA DIOCESE,United Kingdom,LONDON ST PETERS MAR THOMA CHURCH,London
UK - EUROPE - AFRICA DIOCESE,United Kingdom,MANCHESTER TABORE MAR THOMA CHURCH,U K
UK - EUROPE - AFRICA DIOCESE,United Kingdom,MIDLAND HERMON (BIRMINGHAM) MAR THOMA CHURCH,B92 8pe
UK - EUROPE - AFRICA DIOCESE,United Kingdom,NEWCASTLE CHRISTOS MAR THOMA CHURCH,New Castle
UK - EUROPE - AFRICA DIOCESE,United Kingdom,NORTH LONDON SINAI MAR THOMA CHURCH,London
UK - EUROPE - AFRICA DIOCESE,United Kingdom,NOTTINGHAM HOLY TRINITY MAR THOMA CHURCH,Ng8â 2sj
UK - EUROPE - AFRICA DIOCESE,United Kingdom,PETERBOROUGH ALL SAINTS MAR THOMA CHURCH,Peterborough
UK - EUROPE - AFRICA DIOCESE,South Africa,SOUTH AFRICA IMMANUEL MAR THOMA CHURCH,Pretoria 0035
UK - EUROPE - AFRICA DIOCESE,United Kingdom,SOUTHAMPTON SALEM MAR THOMA CHURCH,Southampton
UK - EUROPE - AFRICA DIOCESE,United Kingdom,TAUNTON MAR THOMA CHURCH,
